id,workspace_id,user_id,twitter_id,text,source,retweet,geo,longitude,latitude,place_type,place_name,place_country_code,place_country,favorite_count,retweet_count,sentiment,possibly_sensitive,lang,posted_at,updated_at,created_at,
10257,3,8,826879144369779000,0,Twitter Web Client,true,false,,,,,,,0,3,,false,es,2017-02-01 19:45:25 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10262,3,8,826879024467214000,0,Twitter Web Client,true,false,,,,,,,0,5,,false,es,2017-02-01 19:44:56 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10259,3,8,826879340658954000,0,Twitter Web Client,true,false,,,,,,,0,4,,false,es,2017-02-01 19:46:12 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10266,3,8,826878642491969000,0,Twitter Web Client,true,false,,,,,,,0,24,,false,es,2017-02-01 19:43:25 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10269,3,8,826876434870329000,0,Twitter Web Client,true,false,,,,,,,0,15,,false,es,2017-02-01 19:34:39 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10271,3,8,826603394454286000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-01 01:29:41 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10273,3,8,826604424168604000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-02-01 01:33:46 +0000,2017-02-20 01:55:09 +0000,2017-02-20 01:55:09 +0000,
10276,3,8,826264417385976000,0,Twitter Web Client,false,false,,,,,,,0,1,,false,es,2017-01-31 03:02:43 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000,
10278,3,8,826261783711212000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-31 02:52:15 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000,
10281,3,8,826259268743623000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,und,2017-01-31 02:42:15 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000,
10286,3,8,826055457181749000,0,Twitter Web Client,true,false,,,,,,,0,42,,false,es,2017-01-30 13:12:23 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000,
10283,3,8,826159888745296000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,tr,2017-01-30 20:07:21 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000,
10288,3,8,825865669103219000,0,Twitter Web Client,false,false,,,,,,,0,0,,false,es,2017-01-30 00:38:14 +0000,2017-02-20 01:55:10 +0000,2017-02-20 01:55:10 +0000,
